Company,Title,Rating,Work/Life Balance,Benefit,Security,Culture
Intel,Division Controller,5.00,3.00,3.00,1.00,1.00
Intel,Document Control Manager,5.00,3.00,4.00,4.00,1.00
Intel,EDI Systems Analyst,4.00,2.50,4.00,3.50,3.00
Intel,ELECTRICAL VALIDATION TECHNICIAN,5.00,4.25,3.50,3.00,2.50
Intel,ENGINEER,4.00,1.00,4.50,3.00,2.50
Intel,ENGINEERING MANAGER,4.00,2.50,3.50,3.50,3.00
Intel,Education Industry Marketing Specialist,4.00,5.00,3.00,5.00,4.00
Intel,Electrical Engineer Intern,3.00,2.00,4.00,4.00,5.00
Intel,Electrical Engineering Technician,4.00,4.00,2.50,3.00,2.50
Intel,Electrical Validation Engineer,3.00,3.00,3.67,2.33,3.67
Intel,Electronic Mechanical Technician,5.00,2.50,4.00,1.00,2.00
Intel,Electronics Technician,5.00,3.00,3.00,3.00,3.67
Intel,Embedded Systems Engineering Intern,4.00,4.00,3.00,5.00,4.00
Intel,Employee Communications,5.00,3.50,3.50,2.00,2.50
Intel,Energy / BA Engineer,5.00,3.50,2.50,4.00,4.00
Intel,Engineer,3.08,2.83,3.58,2.67,3.58
Intel,Engineer - Tokyo electron of America,5.00,2.67,2.67,3.67,2.67
Intel,Engineer II,4.00,2.50,1.00,3.50,4.00
Intel,Engineering CO-OP,5.00,4.00,4.00,3.00,3.00
Intel,Engineering Group Leader,4.00,1.50,4.00,3.00,3.50
Intel,Engineering Lab Technician,4.00,3.00,4.00,3.50,4.00
Intel,Engineering Maintenance Technician,4.00,2.33,4.00,4.00,2.33
Intel,Engineering Manager,4.23,2.54,2.85,3.46,3.15
Intel,Engineering Program Manager,5.00,3.67,4.00,4.00,3.00
Intel,Engineering Services Technician - IOTG/DCG/PSV,4.00,2.00,4.00,2.50,2.00
Intel,Engineering Technician,4.12,3.19,3.19,3.12,2.81
Intel,Engineering Technician/Global Operation Support,5.00,5.00,3.00,1.00,4.00
Intel,Engineering and Manufacturing Technician,5.00,3.67,3.33,3.00,3.00
Intel,Engineering and New Business Development Roles,5.00,5.00,4.00,4.00,5.00
Intel,Engineering/Module Technician,4.00,5.00,3.00,3.00,2.00
Intel,Env Health & Safety Coordinator to EHS Mgr,4.00,4.00,1.00,5.00,1.00
Intel,Environmental Hygiene Program Manager,5.00,2.00,4.00,3.00,4.00
Intel,Equipment Development Engineer,5.00,3.00,4.00,2.50,3.50
Intel,Equipment Engineer,4.00,3.00,2.50,3.50,3.50
Intel,Equipment Engineering Specialist Tech,3.00,4.50,3.00,4.00,3.00
Intel,Equipment Installation/Qualification Technician,4.00,3.00,2.50,3.50,3.00
Intel,Equipment Maintenance Technician,4.00,3.80,3.40,3.40,3.30
Intel,Equipment Manufacturing Technician,5.00,3.00,5.00,3.50,2.50
Intel,Equipment Sourcing and Procurement Finance Manager,4.00,2.00,5.00,4.00,2.00
Intel,Equipment Specialist,4.75,3.00,3.25,3.75,3.00
Intel,Equipment Technical Specialist,4.00,2.00,2.00,4.00,3.00
Intel,Equipment Technician,5.00,3.33,3.33,3.67,2.67
Intel,Equipment Technicitian,3.00,3.00,5.00,2.50,4.00
Intel,Equipment and Process Technician,5.00,2.75,2.50,3.75,2.75
Intel,Equipment specialist,5.00,4.00,4.00,3.00,4.00
Intel,Equipment/Process Engineer,5.00,4.00,3.00,4.00,3.00
Intel,Executive Administrative Assistant,5.00,3.50,4.50,4.00,3.50
Intel,Executive Administrator,4.00,2.00,5.00,3.00,1.00
Intel,Executive Assistant - EVP,5.00,4.00,3.50,3.00,3.50
Intel,Executive Assistant to Director Notbook Marketing,5.00,5.00,2.00,4.00,2.00
Intel,Executive Assistant to Executive Vice President,4.00,3.00,3.50,2.50,3.00
Intel,Executive Assistant to VP of MCG,5.00,2.00,3.00,4.00,4.00
Intel,Executive Assistant/Office Manager,4.00,4.50,2.50,3.50,2.00
Intel,Executive Support Services Technician,1.00,5.00,5.00,2.00,3.00
Intel,External Communications Manager,5.00,3.33,4.00,2.00,3.00
Intel,F24 Administrative Assistant,5.00,2.00,4.00,3.00,3.00
Intel,FA/FI Engineer - Tracing nets,4.00,2.33,4.67,3.33,3.33
Intel,FAB Technician,4.00,3.50,4.50,5.00,4.50
Intel,FPGA Design Contractor,4.00,4.00,4.00,4.00,3.00
Intel,FPGA Designer,4.00,4.00,4.00,4.00,3.00
Intel,Fab 11X - Manufacturing Technician,3.00,3.00,3.00,2.00,5.00
Intel,Fab11X Manufacturing Technician,5.00,3.00,3.00,4.00,3.00
Intel,Facilities Electrician,4.00,3.00,1.00,3.00,2.00
Intel,Facilities Engineer,4.00,2.50,4.00,2.00,3.00
Intel,Facilities Engineer-Contractor,5.00,3.50,3.50,3.00,3.00
Intel,Facilities Liquid Group Engineer,5.00,3.67,4.00,3.67,3.67
Intel,Facilities Mechanical Engineer Contingent Worker,5.00,4.00,2.50,4.00,3.50
Intel,Facilities Operations LSS/FMS/I&C Technician,4.00,1.00,4.00,4.00,1.00
Intel,Facilities Planner and Project Manager,4.00,5.00,2.00,4.00,2.00
Intel,Facilities Technician,3.00,4.00,4.00,3.00,2.50
Intel,Facility Electrical Technician,5.00,1.00,1.00,3.00,1.00
Intel,Facility Engineer,4.00,3.50,4.00,4.00,3.00
Intel,Factory and Logistics Service Analyst,5.00,3.00,3.00,1.00,5.00
Intel,Field Application Engineer,4.00,3.00,2.00,1.50,4.50
Intel,Field Operations Engineer,5.00,4.00,2.00,5.00,3.00
Intel,Finance Director,5.00,5.00,4.00,4.00,4.00
Intel,Finance Manager,3.00,3.67,2.67,4.00,3.00
Intel,Finance Specialist,3.00,4.33,3.33,4.33,3.33
Intel,Financial Planning & Capital Analyst,4.00,2.33,4.00,3.67,4.00
Intel,Firmware Engineer / SoC Engineer,3.00,3.00,2.50,3.00,3.00
Intel,Firmware Validation Technician,4.00,5.00,1.00,1.00,3.00
Intel,Former Software Engineer,4.00,1.00,3.00,3.50,3.50
Intel,Fraud Investigator,3.00,3.67,4.00,3.33,3.67
Intel,Front end etch Manufacturing Technician,4.00,5.00,5.00,3.00,5.00
Intel,Full time contractor,4.00,3.00,3.00,3.00,2.50
Intel,GRAPHIC DESIGNER,4.00,4.00,2.50,2.50,4.00
Intel,Global Health & Wellness Manager,5.00,4.00,2.00,4.00,3.00
Intel,Global Innovation Lead,4.00,2.00,5.00,5.00,3.00
Intel,Global Manager & IT Logistics & Imaging Manager,5.00,4.00,4.00,3.00,1.00
Intel,Global Operations Lead / Incident Manager,1.00,3.00,5.00,4.00,3.00
Intel,Global Supply Chain Analyst,5.00,1.00,3.00,1.00,4.00
Intel,Global Supply Chain Manager,4.00,4.00,4.00,1.67,3.67
Intel,Global Supply Line Manager,4.00,3.50,4.50,4.00,4.00
Intel,Graduate Big Data Intern,5.00,4.50,3.00,4.50,2.50
Intel,Graduate Engineering Intern,5.00,1.00,3.00,3.00,3.00
Intel,Graduate Hw/Sw Intern,5.00,3.00,3.00,5.00,4.00
Intel,Graduate Intern -  Signal Integrity,5.00,4.00,4.00,4.00,1.00
Intel,Graduate Intern Technical,4.00,2.00,3.00,5.00,3.00
Intel,Graduate Software Intern,4.00,2.33,3.33,3.33,2.33
Intel,Graduate Technical Intern,4.75,3.08,3.33,3.92,3.25
Intel,Graduate Technical Intern APD-WPRD Engineer,5.00,2.33,2.67,3.33,3.67
Intel,Graduate technical intern,4.00,2.00,4.00,4.00,2.00
Intel,Graphic Design Engineer,5.00,3.67,4.33,2.67,3.33
Intel,Graphics Engineer,4.00,3.00,3.00,1.00,5.00
Intel,Graphics Hardware Engineer Intern,4.00,5.00,2.00,5.00,1.00
Intel,Graphics Performance Validation tools,4.00,2.50,4.00,1.50,3.50
Intel,Graphics SW Developer,4.00,5.00,4.00,4.00,1.00
Intel,Graphics Software Engineer,3.20,3.40,3.40,3.40,3.60
Intel,Graphics Software Intern,4.00,3.33,4.00,2.33,4.00
Intel,Graphics Validation Engineer,4.00,4.00,4.00,3.00,3.00
Intel,HR Business Partner,4.00,4.00,4.00,4.00,3.00
Intel,HW/SW Engineer,4.00,4.00,2.00,3.50,3.00
Intel,Hadoop Developer,4.00,3.00,2.00,2.00,4.00
Intel,Hardware Engineer,4.00,3.00,4.00,2.00,3.00
Intel,Hardware Lab Technician,5.00,4.00,4.00,3.50,2.50
Intel,Hardware Technician,4.00,3.00,3.00,5.00,4.00
Intel,Hardware Test and Validation Engineer Technician,3.00,4.00,3.00,4.00,4.33
Intel,Hazardous Production,5.00,3.50,4.00,4.50,3.00
Intel,Head of (IT),5.00,4.00,4.00,4.00,2.00
Intel,Head of Global PMO,5.00,4.00,1.50,1.00,2.50
Intel,High Performance Computing Administrator/Engineer,4.00,2.50,3.50,4.00,3.00
Intel,Human Performance Technology Engineer,3.00,2.00,4.00,5.00,4.00
Intel,Human Resource Associate,5.00,4.00,2.00,5.00,3.00
Intel,Human Resources Development Specialist,2.00,3.50,5.00,4.00,2.00
Intel,Human Resources Global Talent/Staffing Opns Lead,4.00,4.00,4.00,3.00,4.00
Intel,Human Resources Specialist,5.00,3.50,5.00,3.50,3.50
Intel,INSTALLER/WAREHOUSE MANNING,5.00,3.50,2.50,4.00,3.00
Intel,ISD,5.00,3.00,2.50,3.50,4.00
Intel,IT Business System Analyst,3.00,4.50,3.00,2.50,4.00
Intel,IT Contractor/Administrator,5.00,3.00,4.00,4.00,3.50
Intel,IT Director,3.00,3.00,4.00,5.00,2.00
Intel,IT Engineer,5.00,3.50,4.00,3.50,4.00
Intel,IT Flex Software Engineering Manager,5.00,5.00,2.00,4.00,4.00
Intel,IT Manager,4.33,3.50,2.83,3.17,2.50
Intel,IT OPS Lead Analyst Program Manager,4.00,3.00,3.00,3.00,3.00
Intel,IT Operations Manager,4.00,1.00,2.00,5.00,4.00
Intel,IT Project Manager,3.00,5.00,5.00,3.00,1.00
Intel,IT Specialist Program/Project Manager,4.00,2.00,5.00,3.50,1.50
Intel,IT Support Specialist,4.00,2.00,2.00,1.00,3.00
Intel,IT Systems Analyst,3.00,5.00,3.00,3.00,4.00
Intel,IT Systems Engineer,4.00,4.00,3.33,3.67,4.67
Intel,IT Systems Specialists,5.00,3.00,2.00,4.00,2.00
Intel,IT Technician,5.00,4.75,3.00,3.25,3.25
Intel,Individual Contributor,3.00,4.00,2.00,4.00,5.00
Intel,Information Specialist/BC/DR Mgmt,5.00,5.00,3.00,2.00,4.00
Intel,Information Systems Engineer,4.00,3.00,3.00,1.00,3.00
Intel,Inspector,3.00,3.00,3.00,4.00,3.00
Intel,Installation/Qualification Process Engineer,4.00,3.00,4.00,4.00,4.50
Intel,Instructional Developer/Designer,5.00,5.00,2.00,2.00,4.00
Intel,Instrument & Controls Engineer,4.00,3.00,3.67,3.33,3.33
Intel,Integrated Circuit Mask Designer,5.00,3.33,4.00,4.00,2.00
Intel,Integration engineering tech,4.00,2.00,2.00,5.00,4.00
Intel,Intel - PTD Yield Engineer,2.00,2.00,2.00,4.00,1.00
Intel,Intel Foundation Program Officer,4.00,3.00,2.00,5.00,1.50
Intel,Intel Manufacturing Technician,4.00,3.67,2.67,3.00,3.00
Intel,Intel Mechanical,5.00,4.00,4.00,3.50,3.50
Intel,Intel Module Repair Engineering Technician,5.00,3.00,3.50,4.50,3.00
Intel,Intel Representative,4.00,4.50,2.50,4.00,4.00
Intel,Intern,5.00,2.75,4.00,3.00,3.25
Intel,Intern Engineer,5.00,3.00,2.00,4.00,3.00
Intel,Intern High Speed Input-Output team (HSIO),5.00,4.00,4.00,1.00,5.00
Intel,Internship Wipro Tech,4.00,2.75,4.25,2.75,3.50
Intel,Interpreter/Translator at Intel ISEF,5.00,4.00,2.00,1.00,3.00
Intel,Journeyman Electrican,4.00,4.00,5.00,5.00,4.00
Intel,L II Manufacturing Specialist,5.00,4.33,2.00,2.33,3.33
Intel,L3 Equipment Technician,3.00,4.33,3.33,3.33,3.33
Intel,LEAD FRONT END DEVELOPER,3.00,4.00,5.00,5.00,4.00
Intel,LITHOGRAPHY LAYERS OWNER,4.00,3.50,3.50,3.50,4.50
Intel,LSS QA,5.00,1.00,4.00,4.00,3.00
Intel,Lab Infrastructure Technician,5.00,4.00,4.50,4.00,3.00
Intel,Lab Technician,4.00,3.60,2.60,3.60,3.40
Intel,Lab Technician III,4.00,5.00,3.00,4.00,5.00
Intel,Layout Designer,5.00,3.50,3.50,4.00,4.00
Intel,Lead Development Representative,4.00,4.00,4.00,4.00,2.00
Intel,Lead Platform Architect,4.00,2.00,5.00,4.00,3.00
Intel,Lead Process Engineer,3.00,4.00,4.00,5.00,3.00
Intel,Learning Strategist,4.00,4.00,3.00,5.00,4.00
Intel,Legal Logistics Coordinator,3.00,5.00,5.00,3.00,5.00
Intel,Level 2 Process Technician,4.00,3.67,4.00,2.33,3.33
Intel,Level 3 Senior Quality Assurance Technician,5.00,2.67,4.33,3.67,3.67
Intel,Level 4 Technician,5.00,3.00,3.50,3.50,3.50
Intel,Level One PC Technician,3.00,2.00,3.00,4.00,3.00
Intel,Linux Administrator,2.00,2.00,4.00,4.00,3.50
Intel,Lithography Engineering Area Manager,4.00,1.00,4.00,4.00,4.00
Intel,Lithography Process Engineer,4.00,4.00,2.50,3.50,4.50
Intel,Lithography Process Engineer Technician Level,4.00,4.75,3.75,3.00,3.75
Intel,Logistics Coordinator / IT Technician,5.00,3.00,4.00,1.00,3.00
Intel,MAINTENANCE TECHNICIAN,5.00,2.00,4.00,5.00,4.00
Intel,MANUFACTURING TECHNICIAN,4.71,4.00,3.71,2.86,3.29
Intel,MANUFACTURING TECHNICIAN / SPECIALIST,5.00,3.00,3.00,4.00,4.00
Intel,MBA Intern,4.00,4.00,5.00,3.00,5.00
Intel,MIXED SIGNAL ENGINEER,2.00,4.00,3.00,5.00,3.00
Intel,MT,4.00,3.00,3.00,4.00,2.67
Intel,MTS Technician,2.00,3.00,3.00,4.00,5.00
Intel,Machine Specialist,5.00,3.50,2.50,4.00,4.50
Intel,Maintenance Technician,4.30,3.10,3.90,3.50,3.60
Intel,Maintenance Technician Tool Install Coordinator,2.00,3.00,3.00,5.00,2.00
Intel,Maintenance/Validation Technician,5.00,3.00,3.00,2.50,4.00
Intel,Manager,3.86,3.29,3.29,3.43,2.71
Intel,Manager Marketing Operations,3.00,5.00,5.00,2.00,3.00
Intel,Manager PM Architect,4.00,3.00,3.00,1.00,5.00
Intel,Manager of Customer Support,4.00,3.18,3.57,3.23,3.39
Intel,Managing Director of IoT Innovator Program,4.00,3.00,3.00,4.00,2.50
Intel,Manufactuing Tech/ Peer Trainer,3.00,2.00,4.00,2.00,5.00
Intel,Manufacture Technician,3.00,3.67,4.00,3.33,4.33
Intel,Manufacturer Technician,4.00,1.00,4.00,4.00,3.00
Intel,Manufacturing,4.00,2.33,3.33,2.33,2.67
Intel,Manufacturing  Lead Technician,5.00,4.25,3.75,3.50,4.00
Intel,Manufacturing Engineer,4.75,2.50,3.75,2.75,3.00
Intel,Manufacturing Engineer Wet Etch Process,4.00,3.00,5.00,4.00,2.50
Intel,Manufacturing Engineering Technician - Shift Lead,5.00,4.00,2.67,3.33,2.67
Intel,Manufacturing Equipment Technician,3.83,3.67,3.33,3.17,2.33
Intel,Manufacturing Maintenance Technician,5.00,5.00,1.00,2.00,3.00
Intel,Manufacturing Process Technician / Team Leader,4.00,4.00,3.00,4.50,3.50
Intel,Manufacturing Product Quality & Reliability Engr,4.00,2.00,2.00,3.00,4.00
Intel,Manufacturing Specialist,4.33,3.33,3.00,3.33,4.67
Intel,Manufacturing Specialist C4,5.00,4.00,3.00,4.00,3.00
Intel,Manufacturing Specialist and Equipment Tech,5.00,1.50,3.50,2.50,2.00
Intel,Manufacturing Tech,3.00,2.00,5.00,5.00,3.00
Intel,Manufacturing Technican,3.00,3.67,3.33,2.00,4.00
Intel,Manufacturing Technician,4.23,3.16,3.50,3.43,3.19
Intel,Manufacturing Technician Engineering Technician,5.00,4.00,3.00,5.00,1.00
Intel,Manufacturing Technician III,4.00,3.50,3.75,2.75,4.00
Intel,Manufacturing Technician-LITHO/METRO,4.00,5.00,3.00,4.00,4.00
Intel,Manufacturing Technician/Process Specialist,4.00,4.33,3.00,4.33,4.33
Intel,Manufacturing Technician/Safety Team Captain,5.00,3.00,4.00,4.50,3.00
Intel,Manufacturing/Engineering Technician,3.00,2.67,3.33,3.67,4.00
Intel,Manufacturing/Quality and Reliability Technician,4.00,4.00,3.50,3.50,4.00
Intel,Manufacturing\Equipment Technician\ERT,4.00,2.00,3.00,4.00,5.00
Intel,Marketing,5.00,1.00,4.00,2.00,3.00
Intel,Marketing Associate,5.00,4.00,3.00,1.00,2.00
Intel,Marketing General Manager,5.00,3.00,3.00,4.00,2.00
Intel,Marketing Manager,2.75,4.00,2.50,3.50,3.00
Intel,Marketing research,5.00,4.00,3.50,4.00,2.00
Intel,Mask Design,3.00,1.00,1.00,2.00,3.00
Intel,Mask Design Specialist (Contract),5.00,5.00,5.00,4.00,2.00
Intel,Mask Designer,3.75,3.75,3.25,3.50,3.25
Intel,Mask Designer (Physical Design Specialist),5.00,3.00,4.00,2.50,2.50
Intel,Mask Designer/Project Administrator,3.00,5.00,3.50,2.50,4.00
Intel,Mask Manufacturing Technician,5.00,3.00,3.40,3.20,3.60
Intel,Material Handler,1.00,5.00,5.00,5.00,1.00
Intel,Material Handling Process Development,5.00,4.00,3.00,2.00,5.00
Intel,Materials Analysis Engineering Technician,4.00,4.50,1.00,2.00,3.00
Intel,Materials Program Manager,4.00,3.00,3.00,4.00,4.00
Intel,Materials Specialist,4.00,1.00,2.00,4.00,2.00
Intel,Mechanical Assembly,2.00,3.00,3.00,3.00,5.00
Intel,Mechanical Design Engineer - Contract,4.00,3.67,3.00,2.67,4.00
Intel,Mechanical Designer,3.00,5.00,3.00,3.00,5.00
Intel,Mechanical Engineer,2.00,3.75,3.75,4.00,3.00
Intel,Mechanical Technician / Manufacturing Technician,3.00,3.00,3.00,3.50,2.00
Intel,Media Architect,5.00,2.00,3.00,2.50,3.00
Intel,Memory Compiler Methodology and QA Intern,5.00,2.00,3.00,1.00,3.00
Intel,Memory Logic Designer,4.00,2.50,3.00,3.50,2.50
Intel,Metal Trade Forman,4.00,1.50,4.00,4.00,3.50
Intel,Metrology Maintenance Technician,5.00,3.67,3.00,4.33,4.33
Intel,Metrology Manufacturing Technician,4.00,4.50,3.00,3.50,3.00
Intel,Metrology TECHNICIAN,5.00,3.00,3.00,3.00,2.00
Intel,Metrology team member,4.00,2.50,2.50,3.00,2.00
Intel,Mfg Group Leader,5.00,4.50,2.50,4.50,4.00
Intel,Mobile Roadmap Manager,4.00,2.50,4.50,2.00,4.00
Intel,Modem Verification Engineer,4.00,3.00,4.00,4.00,3.00
Intel,Module Engineer on Shift,4.00,3.00,3.00,5.00,4.00
Intel,Network Administration Specialist,4.00,3.00,4.00,3.00,4.00
Intel,Network Engineer,5.00,2.25,3.50,3.00,3.50
Intel,Network Operations Facilities Technician,5.00,3.00,5.00,5.00,4.00
Intel,Network Specialist,4.80,3.80,3.20,3.00,2.60
Intel,New Product Integration Process Manager,5.00,4.00,2.50,4.50,4.00
Intel,Nikon SEM and Registration Operator,5.00,2.50,2.50,1.50,2.50
Intel,Nonprofits Volunteer,4.00,3.00,5.00,4.00,3.00
Intel,Northwest Executive Resources/GEW LLC,5.00,4.00,5.00,5.00,4.00
Intel,OML TEM Eng,4.00,3.00,3.00,3.50,4.50
Intel,OPERATOR/TECHNICIAN,4.00,2.67,2.33,2.33,4.67
Intel,Open Source Evangelist,4.00,4.00,3.00,1.00,4.00
Intel,OpenStack Intern,4.40,3.00,3.80,4.00,3.00
Intel,Operations & Engineering Manager,2.00,3.00,3.67,3.00,4.00
Intel,Operations /Strategic Materials Program Mgr,4.00,5.00,4.00,5.00,1.00
Intel,Operations Analyst,5.00,5.00,3.00,5.00,4.00
Intel,Operations Manager,4.00,3.55,2.91,3.45,3.36
Intel,Operations Manager/ Lead Manufacturing Technician,3.00,4.00,3.50,3.00,3.50
Intel,Operations Program Manager,4.00,4.50,4.00,3.00,3.00
Intel,Ops Management,5.00,4.00,1.00,5.00,3.00
Intel,Outsource Manager,4.00,2.67,4.00,3.67,4.00
Intel,PCB Design Engineer,4.00,3.33,3.00,4.00,5.00
Intel,PCB Designer,3.00,3.00,3.33,4.00,3.00
Intel,PCD Technician,5.00,3.33,3.67,2.00,4.00
Intel,PME,4.00,4.00,2.00,4.00,3.00
Intel,PMO,3.00,3.00,4.00,5.00,4.00
Intel,PPV Engineering Maintenance Tech,4.00,3.00,4.00,2.33,2.67
Intel,PROJECT MANAGER,4.00,4.00,3.50,1.50,3.00
Intel,PTD FBE C4 Technician,4.00,2.00,3.00,3.00,4.00
Intel,PTD Process Engineer,5.00,3.00,3.00,4.50,1.50
Intel,Package Design Lead,1.00,2.00,3.00,5.00,1.00
Intel,Packaging R&D Engineer,3.20,3.20,3.00,4.60,4.00
Intel,Payroll Administrator,4.00,3.33,2.00,2.00,3.67
Intel,Perceptual Computing Software Intern IOT Group,5.00,4.00,4.00,5.00,2.00
Intel,Performance test engineer and PM.,4.00,4.67,4.00,3.33,3.67
Intel,Photo Scanner Equipment Technician,5.00,4.00,4.00,3.50,4.50
Intel,Photolithography Maintenance Technician,3.00,3.00,5.00,3.00,3.00
Intel,Photolithography Process Engineer,5.00,4.00,4.33,3.00,2.33
Intel,Physical Design Engineer,3.71,2.86,4.00,3.43,3.71
Intel,Physical Layout Designer,5.00,4.00,2.00,2.50,3.00
Intel,Planner,3.00,4.00,3.75,3.75,3.00
Intel,Planner / Cyber Branch Chief / Sr. Cyber Analyst,2.00,5.00,3.00,3.00,3.50
Intel,Planning Analyst / Inventory Control / Team Leader,4.00,2.75,3.25,2.75,3.75
Intel,Platform Applications Engineer,4.00,3.00,3.00,3.00,3.50
Intel,Platform Integration & Validation Engineer,3.00,1.00,2.00,3.00,3.00
Intel,Platform power integration lead,5.00,3.00,3.00,3.00,2.00
Intel,Power Application Engineer Internship,5.00,3.00,2.75,3.25,3.00
Intel,Power and Performance Engineering Intern,5.00,3.00,5.00,5.00,4.00
Intel,Pre-Si Software Modeling Engineer,3.00,3.33,3.33,2.67,2.67
Intel,Pre-Silicon Validation Engineer,4.00,2.50,3.50,4.00,4.50
Intel,Pre-Silicon Validation Intern,3.00,3.50,4.50,3.00,4.00
Intel,Pre-Silicon Verification Engineer,5.00,5.00,4.00,2.00,4.00
Intel,Premier Service Agent,3.00,4.50,3.00,3.50,2.50
Intel,Prg Mgr College of Eng (COE) Implementation,5.00,4.50,2.50,2.50,3.50
Intel,Pricing Manager,5.00,3.00,5.00,2.00,3.00
Intel,Principal Software Wireless Architect,3.00,3.00,3.00,5.00,2.00
Intel,Principle Product Development Engineer,4.00,3.00,3.50,3.00,4.00
Intel,Process / Equipment Technician,4.00,3.50,2.00,5.00,2.00
Intel,Process Engineer,3.85,3.15,3.15,3.27,3.62
Intel,Process Engineer - Lithography Layer Owner,4.00,1.00,2.00,3.00,4.00
Intel,Process Engineer -Thin Films,4.00,2.67,3.67,4.33,2.67
Intel,Process Engineer and Maintaining Team Lead,4.00,3.00,4.00,2.00,1.00
Intel,Process Engineering,4.00,3.00,4.00,2.00,1.00
Intel,Process Integration Staff Engineer,4.00,3.00,3.00,3.00,4.00
Intel,Process Specialist / Manufacturing Tech,5.00,4.33,4.67,3.67,3.00
Intel,Process TD Engineer Dry Etch,3.00,2.00,1.00,5.00,5.00
Intel,Process Technician,4.86,3.43,2.14,2.86,3.00
Intel,Process Technician Lithography Group,5.00,4.00,2.67,3.67,2.67
Intel,Process Technician/Manufacturing Technician,4.00,3.50,2.00,4.00,3.00
Intel,Process Technology Development Engineer,2.44,3.67,3.44,3.22,3.11
Intel,Process and Equipment Engineer,4.33,3.33,4.00,2.67,2.67
Intel,Process and Technology Development Engineer,3.00,5.00,3.00,3.00,3.00
Intel,Procurement Coordinator,3.00,4.00,2.50,2.50,3.00
Intel,Product Development Engineer,4.06,3.31,3.56,3.62,2.94
Intel,Product Development Q&R Engineer,4.00,2.00,3.75,2.75,2.50
Intel,Product Development/Verification Engineer,3.00,5.00,3.50,3.00,3.50
Intel,Product Engineer,3.00,1.00,3.00,5.00,3.00
Intel,Product Manager / Technical Program Manager,4.00,3.00,4.50,3.50,2.50
Intel,Product Marketing Manager,4.67,3.17,3.83,3.50,3.50
Intel,Product Quality & Reliability Engineer,4.00,4.00,3.00,4.50,3.50
Intel,Product Stress Engineering Technician,5.00,4.00,3.00,5.00,2.00
Intel,Product Test Development Engineer,3.00,3.33,3.00,4.67,3.33
Intel,Product engineering manager,4.00,4.00,3.50,3.00,2.00
Intel,Production Manager,4.00,3.00,2.00,2.00,4.00
Intel,Production Supervisor,5.00,2.67,3.50,3.83,2.83
Intel,Production Technician,5.00,2.00,3.50,3.00,4.50
Intel,Production Technician I CW,3.00,3.50,4.00,2.50,2.50
Intel,Production associate,5.00,4.00,3.00,2.00,4.00
Intel,Program Analyst - Network Mgt. Systems,3.00,3.33,3.33,3.00,2.33
Intel,Program Manager,3.82,3.18,3.47,3.12,3.35
Intel,Program Manager Intern,4.00,3.67,3.33,4.00,3.67
Intel,Program Manager/Project Manager,3.00,3.67,2.67,3.67,4.00
Intel,Program Manager/Staff Engineer,4.00,2.00,3.00,4.00,2.00
Intel,Program Project Manager for Strategic HR4HR,5.00,4.00,3.00,4.00,4.00
Intel,Program/Project Manager,3.00,4.00,4.50,4.00,3.50
Intel,Programmer Analyst,4.00,4.50,3.50,3.50,4.00
Intel,Project Assistant,5.00,3.67,3.67,2.00,4.67
Intel,Project Coordinator,5.00,4.00,1.00,4.00,4.00
Intel,Project Coordinator Tool Install/Qual,4.00,3.33,3.00,2.33,3.33
Intel,Project Lead Intern,5.00,4.00,4.00,2.00,2.50
Intel,Project Manager,4.00,4.00,3.00,3.00,3.40
Intel,Project Manager / Data Steward,4.00,3.00,2.00,5.00,2.00
Intel,Project Manager Trainee,3.00,2.67,4.00,2.33,3.67
Intel,Project manager,3.00,3.00,4.00,4.00,2.00
Intel,QA Technical lead Wearables,4.00,3.00,3.50,4.00,3.00
Intel,Quality & Reliability Development Capabilities,3.00,2.50,2.00,3.50,2.00
Intel,Quality Analyst/Test Engineer,4.00,4.00,3.00,3.00,2.50
Intel,Quality Control Engineering Manager,4.00,2.00,2.00,3.00,5.00
Intel,Quality and Reliability Engineer,5.00,4.50,2.50,4.50,3.00
Intel,Quality and Reliability Engineering Technician,5.00,4.00,3.00,3.00,2.00
Intel,Quality and Reliability Lab Operations Manager,4.00,3.00,3.50,4.00,3.50
Intel,R&D Engineer,4.00,3.00,4.00,2.00,2.00
Intel,R&D Engineering Technician,5.00,4.00,5.00,3.00,5.00
Intel,RESEARCH AND DEVELOPMENT TECHNICIAN,3.00,3.50,3.00,3.00,2.50
Intel,RF integration engineer,4.00,3.00,5.00,4.00,3.00
Intel,Real Estate Space Project Manager,5.00,4.50,1.50,3.00,3.50
Intel,Recruiter,5.00,2.50,3.00,3.50,4.50
Intel,Regional Representative,5.00,4.00,5.00,5.00,4.00
Intel,Reliability Analysis Technician,5.00,4.00,2.50,4.00,3.00
Intel,Reliability Engineering Technician II,5.00,5.00,2.00,5.00,4.00
Intel,Reliability engineer,4.00,4.25,2.50,3.25,3.00
Intel,Remote Operation Center (ROC) Technician,5.00,2.00,3.00,3.00,1.00
Intel,Remote Operations Center Lead,5.00,5.00,4.00,4.00,3.00
Intel,Repair and Maintenance Technician,5.00,5.00,4.00,3.00,4.00
Intel,Research & Development Trainer,5.00,3.00,1.50,3.50,2.50
Intel,Research Scientist,3.00,3.50,1.50,3.50,3.50
Intel,Research Scientist/Product Development Engineer,3.00,4.33,4.33,2.67,3.67
