,Company,Title,Location,Rating,Work/Life Balance,Benefit,Security,Culture
4032,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,4,5,5
4033,LIBERTY-MUTUAL-GROUP,HR Administrative Assistant,Greater_Boston_Area,5.0,3,4,1,5
4034,LIBERTY-MUTUAL-GROUP,CORPORATE REAL ESTATE - SENIOR PROJECT,Greater_Boston_Area,4.0,5,5,5,5
4035,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,4,4,5
4036,LIBERTY-MUTUAL-GROUP,"Director, Internal Communications",Greater_Boston_Area,1.0,4,3,5,5
4037,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,3,5,4
4038,LIBERTY-MUTUAL-GROUP,Senior Accountant,Greater_Boston_Area,4.0,4,4,4,5
4039,LIBERTY-MUTUAL-GROUP,Sr. Compliance Lead Analyst,Greater_Boston_Area,4.0,5,5,5,5
4040,LIBERTY-MUTUAL-GROUP,HR Administrative Assistant,Greater_Boston_Area,5.0,4,4,5,4
4041,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,5,4,4
4042,LIBERTY-MUTUAL-GROUP,Commercial Underwriter - Senior UA Trainer,Greater_Boston_Area,5.0,5,5,none,5
4043,LIBERTY-MUTUAL-GROUP,Actuarial Intern - Personal Markets,Greater_Boston_Area,5.0,5,4,3,4
4044,LIBERTY-MUTUAL-GROUP,Product Management - State Management,Greater_Boston_Area,3.0,5,5,5,5
4045,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,3,4,4
4046,LIBERTY-MUTUAL-GROUP,Sales Assistant,Framingham,4.0,3,4,4,4
4047,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,4,5,3
4048,LIBERTY-MUTUAL-GROUP,Sales Representative,Framingham,3.0,5,4,5,5
4049,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,none,5,none
4050,LIBERTY-MUTUAL-GROUP,Corporate Development Program - Summer Associate,Greater_Boston_Area,5.0,5,5,none,5
4051,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,1,none,1,none
4052,LIBERTY-MUTUAL-GROUP,Director of Strategy and Innovation,Greater_Boston_Area,4.0,5,none,5,none
4053,LIBERTY-MUTUAL-GROUP,Procurement Analyst,Greater_Boston_Area,5.0,3,none,5,none
4054,LIBERTY-MUTUAL-GROUP,Real Estate Leasing Analyst,Greater_Boston_Area,4.0,none,none,5,none
4055,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,none,5,none
4056,LIBERTY-MUTUAL-GROUP,Director of Strategy and Innovation,Greater_Boston_Area,4.0,3,3,2,3
4057,LIBERTY-MUTUAL-GROUP,Procurement Analyst,Greater_Boston_Area,5.0,5,none,4,none
4058,LIBERTY-MUTUAL-GROUP,Real Estate Leasing Analyst,Greater_Boston_Area,4.0,5,3,5,5
4059,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,2,3,4,5
4060,LIBERTY-MUTUAL-GROUP,Adjuster,Greater_Boston_Area,3.0,5,4,5,5
4061,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,4,5,5
4062,LIBERTY-MUTUAL-GROUP,Corporate Development Program - Summer Associate,Greater_Boston_Area,5.0,4,3,5,5
4063,LIBERTY-MUTUAL-GROUP,Talent Management & HR Analytics Project Leader,Greater_Boston_Area,3.0,4,4,4,5
4064,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,1,1,2,3
4065,LIBERTY-MUTUAL-GROUP,"Manager, Field Management Development Program",Greater_Boston_Area,1.0,3,3,5,4
4066,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,4,none,5
4067,LIBERTY-MUTUAL-GROUP,"Manager, Field Management Development Program",Greater_Boston_Area,1.0,4,5,none,5
4068,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,5,none,4
4069,LIBERTY-MUTUAL-GROUP,Office Assistant I,Greater_Boston_Area,5.0,4,4,none,5
4070,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,4,none,5
4071,LIBERTY-MUTUAL-GROUP,Office Assistant I,Greater_Boston_Area,5.0,4,3,none,4
4072,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,4,5,2
4073,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,2,none,none,none
4074,LIBERTY-MUTUAL-GROUP,Claims,Greater_Boston_Area,5.0,5,none,none,none
4075,LIBERTY-MUTUAL-GROUP,"Human Resources Associate, Leave Case Management",Greater_Boston_Area,5.0,3,5,2,3
4076,LIBERTY-MUTUAL-GROUP,Senior Business Analyst,Greater_Boston_Area,4.0,5,5,5,5
4077,LIBERTY-MUTUAL-GROUP,Intern Accounting Assistant,Greater_Boston_Area,5.0,none,5,none,none
4078,LIBERTY-MUTUAL-GROUP,Corporate Governance and Licensing Specialist,Greater_Boston_Area,5.0,4,5,none,none
4079,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,5,5,5
4080,LIBERTY-MUTUAL-GROUP,Business Analyst II,Greater_Boston_Area,4.0,2,4,4,2
4081,LIBERTY-MUTUAL-GROUP,Business Analyst Intern,Greater_Boston_Area,4.0,none,5,none,5
4082,LIBERTY-MUTUAL-GROUP,Document Manager/Reprographic Assistant,Greater_Boston_Area,4.0,3,3,1,2
4083,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,none,none,none
4084,LIBERTY-MUTUAL-GROUP,Intern,Greater_Boston_Area,3.0,4,5,5,4
4085,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,none,none,none
4086,LIBERTY-MUTUAL-GROUP,Business Analyst Intern,Greater_Boston_Area,4.0,2,5,5,3
4087,LIBERTY-MUTUAL-GROUP,CORPORATE REAL ESTATE - SENIOR PROJECT,Greater_Boston_Area,4.0,2,5,3,3
4088,LIBERTY-MUTUAL-GROUP,Staff Accountant,Greater_Boston_Area,4.0,5,5,5,5
4089,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,none,5,none
4090,LIBERTY-MUTUAL-GROUP,MBA Investment Finance Intern,Greater_Boston_Area,5.0,4,5,4,3
4091,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,4,3,3
4092,LIBERTY-MUTUAL-GROUP,Director of Business Continuity Planning,Greater_Boston_Area,4.0,4,5,5,3
4093,LIBERTY-MUTUAL-GROUP,Manager,Greater_Boston_Area,1.0,3,5,4,4
4094,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,none,none,4
4095,LIBERTY-MUTUAL-GROUP,Reinsurance Claim Accountant - Commercial Markets,Greater_Boston_Area,3.0,none,none,5,none
4096,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,none,5,none
4097,LIBERTY-MUTUAL-GROUP,CORPORATE REAL ESTATE - SENIOR PROJECT,Greater_Boston_Area,4.0,5,5,4,5
4098,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,none,5,none
4099,LIBERTY-MUTUAL-GROUP,"Analyst, Personal Lines Property Product Research",Greater_Boston_Area,5.0,4,5,4,4
4100,LIBERTY-MUTUAL-GROUP,Real Estate Leasing Analyst,Greater_Boston_Area,4.0,none,5,none,none
4101,LIBERTY-MUTUAL-GROUP,Claims,Greater_Boston_Area,5.0,5,5,5,5
4102,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,5,5,4
4103,LIBERTY-MUTUAL-GROUP,Sales Representative,Greater_Boston_Area,3.0,1,5,3,2
4104,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,5,none,none
4105,LIBERTY-MUTUAL-GROUP,Customer Service Representative,Greater_Boston_Area,4.0,none,5,none,3
4106,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,5,5,none
4107,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,none,none,5
4108,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,5,4,5
4109,LIBERTY-MUTUAL-GROUP,Sales Representative,Greater_Boston_Area,3.0,none,none,4,4
4110,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,none,none,5
4111,LIBERTY-MUTUAL-GROUP,Sales Representative,Greater_Boston_Area,3.0,none,none,2,none
4112,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,4,none,3,none
4113,LIBERTY-MUTUAL-GROUP,Director of Business Continuity Planning,Greater_Boston_Area,4.0,4,5,5,4
4114,LIBERTY-MUTUAL-GROUP,Lead Service Specialist CISR,Greater_Boston_Area,5.0,none,5,none,none
4115,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,5,5,5
4116,LIBERTY-MUTUAL-GROUP,"Underwriting Assistant, Commercial Markets",Greater_Boston_Area,5.0,5,5,none,none
4117,LIBERTY-MUTUAL-GROUP,"Human Resources Associate, Leave Case Management",Greater_Boston_Area,5.0,none,5,none,4
4118,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,none,none,5
4119,LIBERTY-MUTUAL-GROUP,"VICE PRESIDENT, BRAND MANAGEMENT",Greater_Boston_Area,2.0,3,none,4,none
4120,LIBERTY-MUTUAL-GROUP,Accountant,Greater_Boston_Area,4.0,4,5,4,5
4121,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,5,5,5
4122,LIBERTY-MUTUAL-GROUP,Intern,Greater_Boston_Area,3.0,1,none,none,none
4123,LIBERTY-MUTUAL-GROUP,Analyst II,Greater_Boston_Area,4.0,4,5,5,5
4124,LIBERTY-MUTUAL-GROUP,"Manager, Field Management Development Program",Greater_Boston_Area,1.0,5,5,5,5
4125,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,3,5,4,3
4126,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,5,5,5,4
4127,LIBERTY-MUTUAL-GROUP,"Underwriting Assistant, Commercial Markets",Greater_Boston_Area,5.0,5,5,5,5
4128,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,5,5,none
4129,LIBERTY-MUTUAL-GROUP,"Analyst, Personal Lines Property Product Research",Greater_Boston_Area,5.0,3,5,5,4
4130,LIBERTY-MUTUAL-GROUP,PERSONAL MARKETS SALES REPRESENTATIVE,Greater_Boston_Area,4.0,none,4,2,none
4131,LIBERTY-MUTUAL-GROUP,"Analyst, Personal Lines Property Product Research",Greater_Boston_Area,5.0,4,5,4,5
4132,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4133,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,4,4
4134,Lockheed-Martin,Senior Business Programming Technologist IV,Lexington,4.0,4,5,5,4
4135,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,none,none
4136,Lockheed-Martin,Security Guard,Lexington,4.0,1,3,1,1
4137,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,none,none
4138,Lockheed-Martin,Security Guard,Lexington,4.0,2,2,3,3
4139,Lockheed-Martin,Security Guard,Lexington,4.0,1,5,3,1
4140,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,4,5
4141,Lockheed-Martin,Supply Technician,Lexington,3.0,5,5,5,4
4142,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,3,5
4143,Lockheed-Martin,Supply Technician,Lexington,3.0,3,5,none,4
4144,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4145,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,5,4
4146,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,4
4147,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,5
4148,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,5,none
4149,Lockheed-Martin,Security Guard,Lexington,4.0,none,4,none,3
4150,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,4,3
4151,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,4
4152,Lockheed-Martin,Security Guard,Lexington,4.0,2,4,3,2
4153,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,4,3
4154,Lockheed-Martin,Security Guard,Lexington,4.0,5,none,none,none
4155,Lockheed-Martin,Security Guard,Lexington,4.0,2,5,4,2
4156,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,3
4157,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,5,3
4158,Lockheed-Martin,Security Guard,Lexington,4.0,4,none,none,none
4159,Lockheed-Martin,"Aircraft Structural Mechanic II, Group Lead",Lexington,4.0,4,5,5,5
4160,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,2,none
4161,Lockheed-Martin,"Aircraft Structural Mechanic II, Group Lead",Lexington,4.0,4,5,4,3
4162,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,none,none
4163,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,4,3
4164,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4165,Lockheed-Martin,Senior Muti Function Financial Analyst,Greater_Boston_Area,3.0,3,5,3,3
4166,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,4
4167,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,3,4
4168,Lockheed-Martin,Security Guard,Lexington,4.0,1,none,none,none
4169,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,4
4170,Lockheed-Martin,Aircraft Structural Mechanic,Lexington,3.0,5,5,5,5
4171,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,4,4
4172,Lockheed-Martin,Aircraft Structural Mechanic,Lexington,3.0,2,none,none,none
4173,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4174,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,4,5
4175,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4176,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,3,3
4177,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,3
4178,Lockheed-Martin,Security Guard,Lexington,4.0,1,4,3,2
4179,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,4,none
4180,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4181,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,1,4
4182,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4183,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4184,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,2,3
4185,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,2,2
4186,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,2,3
4187,Lockheed-Martin,Security Guard,Lexington,4.0,1,1,1,1
4188,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,5,4
4189,Lockheed-Martin,Multi-Functional Financial Analyst Associate,Lexington,5.0,3,none,none,none
4190,Lockheed-Martin,Security Guard,Lexington,4.0,4,none,none,4
4191,Lockheed-Martin,Security Guard,Lexington,4.0,4,none,4,none
4192,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,none
4193,Lockheed-Martin,Aircraft Mechanic I Level II,Lexington,3.0,4,none,none,none
4194,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,3
4195,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,none,none
4196,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4197,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4198,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4199,Lockheed-Martin,Electronics Technician I,Lexington,4.0,5,5,5,5
4200,Lockheed-Martin,Security Guard,Lexington,4.0,3,3,5,3
4201,Lockheed-Martin,Multi-Functional Financial Analyst Associate,Lexington,5.0,none,none,5,4
4202,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,5
4203,Lockheed-Martin,Multi-Functional Financial Analyst Associate,Lexington,5.0,4,5,none,5
4204,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,2,2
4205,Lockheed-Martin,Aircraft Mechanic I Level II,Lexington,3.0,5,none,none,none
4206,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,4,3
4207,Lockheed-Martin,Aircraft Mechanic I Level II,Lexington,3.0,4,none,none,4
4208,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,none,4
4209,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,4,none
4210,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,2,2
4211,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4212,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,5,none
4213,Lockheed-Martin,Security Guard,Lexington,4.0,1,5,none,2
4214,Lockheed-Martin,Security Guard,Lexington,4.0,2,5,none,2
4215,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4216,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,4,4
4217,Lockheed-Martin,Project & Logistic Management,Lexington,3.0,5,5,5,5
4218,Lockheed-Martin,Logistics Management Analyst,Lexington,4.0,none,5,none,none
4219,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,4
4220,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,4
4221,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,4,none
4222,Lockheed-Martin,Security Guard,Lexington,4.0,4,none,none,none
4223,Lockheed-Martin,Multi Functional Manufacturing Supervisor,Lexington,2.0,none,none,none,3
4224,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,5
4225,Lockheed-Martin,Multi Functional Manufacturing Supervisor,Lexington,2.0,4,none,5,none
4226,Lockheed-Martin,Security Guard,Lexington,4.0,4,none,none,none
4227,Lockheed-Martin,Electronics Technician II,Lexington,4.0,4,5,4,4
4228,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,none,none
4229,Lockheed-Martin,Electronics Technician II,Lexington,4.0,5,5,none,5
4230,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,none,none
4231,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,4
4232,Lockheed-Martin,Security Guard,Lexington,4.0,none,none,4,none
4233,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,5,none
4234,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,3,3
4235,Lockheed-Martin,Security Guard,Lexington,4.0,none,5,5,3
4236,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,4,2
4237,Lockheed-Martin,Mechanic Level 1,Lexington,5.0,1,4,1,1
4238,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,none,4
4239,Lockheed-Martin,Security Guard,Lexington,4.0,2,4,3,3
4240,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,3,3
4241,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,4,4
4242,Lockheed-Martin,Specialist,Lexington,1.0,4,5,3,4
4243,Lockheed-Martin,Security Guard,Lexington,4.0,4,4,4,4
4244,Lockheed-Martin,Multi Functional Manufacturing Supervisor,Lexington,2.0,5,5,5,5
4245,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,2,3
4246,Lockheed-Martin,Technical Service Engineer,Lexington,3.0,4,5,5,4
4247,Lockheed-Martin,Security Guard,Lexington,4.0,2,5,5,3
4248,Lockheed-Martin,Security Guard,Lexington,4.0,3,4,3,3
4249,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4250,Lockheed-Martin,Electrician,Lexington,5.0,5,5,4,4
4251,Lockheed-Martin,Material Handling Supervisor,Lexington,5.0,3,5,4,3
4252,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,5,5
4253,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,3,5
4254,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,3,2
4255,Lockheed-Martin,PROJECT MANAGER,Lexington,3.0,3,5,4,3
4256,Lockheed-Martin,Electrician,Lexington,5.0,3,5,4,3
4257,Lockheed-Martin,Security Guard,Lexington,4.0,3,5,4,3
4258,Lockheed-Martin,Senior Muti Function Financial Analyst,Greater_Boston_Area,3.0,3,5,3,1
4259,Lockheed-Martin,Security Guard,Lexington,4.0,5,5,5,5
4260,Lockheed-Martin,Security Guard,Lexington,4.0,4,5,4,4
4261,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,4,2,2
4262,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,4
4263,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,4,5,4
4264,Macy-s,Asset Protection Detective,Greater_Boston_Area,4.0,5,5,5,5
4265,Macy-s,Sales Associate,Greater_Boston_Area,2.0,5,5,5,5
4266,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,4,2,3
4267,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,3
4268,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4269,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,4
4270,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4271,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4272,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,none,2,1
4273,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4274,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,4
4275,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,3,3
4276,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,5
4277,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,4
4278,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,5
4279,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,4
4280,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,1,5,3,3
4281,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,4,2,2
4282,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,4,none,4
4283,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4284,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4285,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,5,3,3
4286,Macy-s,Sales associate in Fashion Jewelry department,Salem,5.0,3,5,3,3
4287,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4288,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,1,1,2
4289,Macy-s,Sales Associate,Greater_Boston_Area,4.0,2,5,2,3
4290,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,3
4291,Macy-s,Scheduling Planner,Greater_Boston_Area,4.0,2,4,1,1
4292,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4293,Macy-s,Scheduling Planner,Greater_Boston_Area,4.0,4,5,4,4
4294,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,4,4
4295,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,4,4
4296,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,3
4297,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,5
4298,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,2,4,3,3
4299,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4300,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,none,3
4301,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,none,5,5
4302,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,1,5,none,1
4303,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,3
4304,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,2,2
4305,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,5,3
4306,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,5
4307,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4308,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,4,3
4309,Macy-s,Sales Associate,Salem,5.0,5,5,5,5
4310,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,4
4311,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,4,4
4312,Macy-s,Cashier/Sales Associate,Greater_Boston_Area,4.0,4,5,5,4
4313,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,5,none
4314,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,3,5,4
4315,Macy-s,Sales Associate,Salem,5.0,5,5,none,4
4316,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,none,none
4317,Macy-s,Sales Associate,Salem,5.0,4,5,4,3
4318,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,5,5
4319,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,none,4
4320,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,4,5,none,3
4321,Macy-s,Sales Associate - Fine Jewelry,Greater_Boston_Area,5.0,5,5,4,4
4322,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,4,4
4323,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,none,4
4324,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,3,3
4325,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,5,5,5,5
4326,Macy-s,Sales Associate/Cashier,Greater_Boston_Area,4.0,3,5,4,5
